DP,Coordenadas,Ano,Mes,HOMICÍDIO DOLOSO (2),Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,HOMICÍDIO CULPOSO OUTROS,TENTATIVA DE HOMICÍDIO,LESÃO CORPORAL SEGUIDA DE MORTE,LESÃO CORPORAL DOLOSA,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,LESÃO CORPORAL CULPOSA - OUTRAS,LATROCÍNIO,Nº DE VÍTIMAS EM LATROCÍNIO,TOTAL DE ESTUPRO (4),ESTUPRO,ESTUPRO DE VULNERÁVEL,TOTAL DE ROUBO - OUTROS (1),ROUBO - OUTROS,ROUBO DE VEÍCULO,ROUBO A BANCO,ROUBO DE CARGA,FURTO - OUTROS,FURTO DE VEÍCULO
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2016,Ago,0,0,0,0,1,0,0,0,13,8,0,0,0,0,,0,96,,3,0,2,241,13
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2016,Set,1,1,0,0,0,0,1,0,22,7,0,1,1,0,,0,85,,1,0,1,212,8
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2016,Out,1,1,1,1,0,0,0,0,12,5,11,0,0,0,,0,124,,1,0,4,243,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2016,Nov,0,0,0,0,1,1,0,0,15,8,2,0,0,0,,0,115,,3,0,1,196,4
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2016,Dez,0,0,0,0,0,0,0,0,19,8,1,1,1,0,,0,100,,3,0,1,246,15
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2015,Jan,0,0,0,0,2,0,0,,16,11,0,0,0,0,...,,93,...,3,0,0,153,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2015,Fev,2,2,0,0,0,0,0,,13,14,0,0,0,0,...,,93,...,1,0,3,144,3
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2015,Mar,0,0,0,0,1,0,0,,14,21,0,0,0,1,...,,127,...,4,0,3,194,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2015,Abr,0,0,0,0,0,0,0,,13,14,0,0,0,1,...,,87,...,3,0,1,168,8
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2015,Mai,2,2,0,0,0,0,0,,9,23,1,0,0,0,...,,80,...,8,0,0,188,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2015,Jun,0,0,0,0,0,0,0,,22,24,0,0,0,0,...,,92,...,10,0,1,229,12
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2015,Jul,1,1,0,0,0,0,1,,20,21,0,0,0,0,...,,101,...,1,0,2,206,11
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2015,Ago,0,0,0,0,1,0,1,,15,22,1,0,0,0,...,,83,...,8,0,4,223,11
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2015,Set,0,0,0,0,0,0,0,,17,14,0,0,0,3,...,,78,...,7,0,3,227,15
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2015,Out,0,0,0,0,0,0,0,,14,23,0,0,0,1,...,,81,...,4,0,1,225,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2015,Nov,0,0,0,0,1,0,0,,18,11,0,0,0,1,...,,75,...,3,0,5,181,6
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2015,Dez,0,0,0,0,0,0,0,,19,20,0,0,0,1,...,,65,...,5,0,5,108,2
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2014,Jan,0,0,0,0,0,0,0,,18,16,0,0,0,1,,,84,,1,0,1,177,10
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2014,Fev,0,0,0,0,0,0,0,,8,22,0,0,0,0,,,65,,6,0,0,200,5
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2014,Mar,1,1,0,0,0,0,0,,16,20,1,0,0,0,,,75,,4,0,1,191,13
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2014,Abr,0,0,0,0,0,0,0,,11,26,0,0,0,1,,,49,,1,0,0,190,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2014,Mai,0,0,0,0,2,0,0,,19,22,0,0,0,1,,,66,,4,0,0,195,16
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2014,Jun,0,0,0,0,0,0,1,,19,17,0,0,0,0,,,69,,3,0,1,190,8
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2014,Jul,0,0,0,0,0,0,1,,12,16,0,0,0,0,,,57,,1,0,0,177,10
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2014,Ago,2,2,0,0,1,0,0,,10,20,1,0,0,0,,,49,,4,0,1,145,6
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2014,Set,0,0,0,0,1,0,0,,15,15,1,0,0,1,,,76,,4,0,0,125,11
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2014,Out,0,0,0,0,0,0,1,,19,16,0,0,0,0,,,64,,3,0,0,149,10
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2014,Nov,1,1,0,0,0,0,0,,14,15,1,0,0,1,,,83,,7,0,0,179,4
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2014,Dez,0,0,0,0,0,0,0,,19,13,1,0,0,1,,,77,,1,0,0,159,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2013,Jan,0,0,0,0,0,0,0,,11,18,1,0,0,1,,,64,,5,0,2,178,14
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2013,Fev,1,1,0,0,0,0,1,,17,16,0,0,0,0,,,58,,7,0,1,157,17
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2013,Mar,0,0,0,0,1,0,0,,16,18,0,0,0,1,,,45,,3,0,0,154,11
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2013,Abr,0,0,0,0,1,0,0,,22,28,0,0,0,1,,,53,,5,0,0,150,16
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2013,Mai,0,0,0,0,0,0,1,,21,25,0,0,0,2,,,57,,9,0,0,172,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2013,Jun,2,2,0,0,0,0,1,,8,17,0,0,0,0,,,50,,3,0,1,186,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2013,Jul,0,0,0,0,0,0,3,,12,21,0,0,0,0,,,47,,2,0,0,207,8
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2013,Ago,0,0,0,0,0,0,1,,16,20,0,0,0,1,,,49,,6,0,0,166,4
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2013,Set,1,1,0,0,1,0,1,,11,19,0,0,0,0,,,48,,3,0,0,158,14
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2013,Out,0,0,0,0,0,0,1,,19,21,0,0,0,1,,,46,,7,0,0,213,8
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2013,Nov,0,0,0,0,1,0,0,,21,19,1,0,0,1,,,37,,4,0,1,219,11
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2013,Dez,0,0,0,0,1,0,1,,24,14,0,0,0,0,,,53,,2,0,0,167,4
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2012,Jan,1,1,0,0,0,0,0,,14,12,1,0,0,1,,,38,,6,0,0,106,4
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2012,Fev,1,2,0,0,0,0,0,,14,15,0,0,0,1,,,31,,10,0,2,182,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2012,Mar,1,1,0,0,0,0,0,,14,26,2,0,0,0,,,44,,3,0,1,160,3
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2012,Abr,0,0,0,0,0,0,2,,14,20,0,0,0,0,,,50,,2,0,0,137,8
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2012,Mai,0,0,0,0,1,0,0,,12,17,0,0,0,2,,,66,,5,0,0,223,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2012,Jun,1,1,0,0,0,0,0,,14,22,0,0,0,0,,,48,,3,0,2,169,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2012,Jul,0,0,0,0,0,0,0,,14,18,0,0,0,1,,,67,,3,0,0,139,4
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2012,Ago,0,0,0,0,1,0,0,,19,22,0,0,0,1,,,47,,3,0,0,184,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2012,Set,1,1,0,0,0,0,1,,9,18,1,0,0,1,,,34,,6,0,0,195,13
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2012,Out,1,1,0,0,0,0,1,,15,20,0,0,0,0,,,64,,8,0,1,191,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2012,Nov,0,0,0,0,0,0,1,,6,19,0,0,0,1,,,54,,3,0,0,170,11
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2012,Dez,0,0,0,0,0,0,1,,21,27,1,0,0,0,,,64,,2,0,1,202,15
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2011,Jan,0,0,,,2,0,0,,5,15,0,0,0,0,,,37,,6,0,1,119,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2011,Fev,1,1,,,6,0,0,,10,17,0,0,0,1,,,71,,4,0,3,153,5
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2011,Mar,0,0,,,0,0,0,,10,16,3,0,0,0,,,48,,6,0,1,152,1
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2011,Abr,0,0,,,3,0,0,,16,17,7,0,0,0,,,62,,5,0,3,148,4
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2011,Mai,1,1,,,1,0,0,,10,27,0,0,0,0,,,59,,4,0,2,184,11
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2011,Jun,0,0,,,0,0,0,,4,22,0,0,0,0,,,46,,5,0,1,144,10
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2011,Jul,1,1,,,1,0,1,,14,18,0,0,0,0,,,50,,1,0,1,180,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2011,Ago,0,0,,,0,0,0,,13,18,0,0,0,1,,,49,,7,0,4,193,14
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2011,Set,0,0,,,0,0,1,,8,21,0,0,0,0,,,54,,10,0,2,147,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2011,Out,1,1,,,0,0,0,,14,20,1,0,0,0,,,55,,7,0,1,187,5
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2011,Nov,0,0,,,0,0,1,,13,23,13,0,0,0,,,48,,4,0,0,171,6
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2011,Dez,0,0,,,0,0,0,,19,28,0,0,0,0,,,52,,4,0,0,155,4
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2010,Jan,0,0,0,0,0,0,2,,6,22,0,0,0,0,,,48,,3,0,1,74,6
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2010,Fev,1,1,0,0,1,0,1,,8,18,0,0,0,1,,,57,,5,0,1,134,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2010,Mar,1,1,0,0,0,0,0,,10,33,0,0,0,0,,,41,,7,0,2,164,14
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2010,Abr,0,0,0,0,1,0,0,,16,27,0,0,0,0,,,38,,2,0,0,111,10
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2010,Mai,1,1,0,0,0,0,0,,14,26,1,0,0,0,,,67,,5,0,3,178,12
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2010,Jun,0,0,0,0,0,0,0,,16,23,0,0,0,0,,,43,,3,0,2,175,3
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2010,Jul,0,0,0,0,1,0,0,,8,29,0,0,0,0,,,53,,9,0,1,183,12
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2010,Ago,0,0,0,0,0,0,0,,5,22,0,0,0,1,,,45,,5,0,0,170,8
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2010,Set,0,0,0,0,0,0,0,,8,21,1,0,0,0,,,56,,9,0,1,174,5
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2010,Out,1,1,0,0,0,0,0,,9,17,0,0,0,0,,,57,,8,0,4,157,11
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2010,Nov,0,0,0,0,1,0,0,,8,10,0,0,0,0,,,54,,3,0,0,133,14
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2010,Dez,0,0,0,0,0,0,0,,9,27,0,0,0,0,,,66,,4,0,0,145,5
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2009,Jan,1,1,0,0,1,0,0,0,12,22,1,0,0,2,,,58,,6,0,0,116,23
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2009,Fev,1,1,0,0,2,0,2,0,18,27,0,0,0,1,,,46,,5,0,1,108,16
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2009,Mar,1,1,0,0,1,0,0,0,13,23,0,0,0,0,,,53,,4,0,1,111,19
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2009,Abr,0,0,0,0,1,0,0,0,7,25,0,1,1,0,,,53,,9,0,1,93,8
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2009,Mai,0,0,0,0,0,0,1,0,8,28,0,0,0,0,,,57,,6,0,3,131,12
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2009,Jun,0,0,0,0,1,0,0,0,9,24,0,0,0,0,,,57,,1,0,0,84,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2009,Jul,0,0,0,0,0,0,0,0,9,20,1,0,0,0,,,59,,4,0,3,135,8
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2009,Ago,1,1,0,0,0,0,0,0,8,23,0,0,0,2,,,47,,7,0,0,148,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2009,Set,0,0,0,0,1,0,1,0,9,27,0,0,0,1,,,44,,2,0,1,89,3
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2009,Out,3,3,0,0,1,0,1,0,8,43,0,0,0,0,,,52,,3,0,2,73,10
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2009,Nov,0,0,0,0,1,0,1,0,10,27,0,0,0,0,,,49,,10,0,1,203,13
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2009,Dez,1,1,0,0,0,0,1,0,12,32,0,0,0,1,,,60,,2,0,0,163,10
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2008,Jan,0,0,0,0,2,0,2,0,9,17,1,0,0,0,,,41,,6,0,2,103,17
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2008,Fev,0,0,0,0,1,0,0,0,9,24,0,0,0,0,,,45,,0,0,1,100,5
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2008,Mar,2,2,0,0,0,0,0,0,17,27,0,0,0,0,,,47,,2,0,1,125,10
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2008,Abr,0,0,0,0,0,0,0,0,11,26,0,0,0,0,,,52,,5,0,1,183,17
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2008,Mai,0,0,0,0,1,0,0,0,12,28,0,0,0,0,,,51,,2,0,5,148,10
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2008,Jun,1,1,0,0,1,0,0,0,16,33,0,0,0,0,,,47,,3,1,0,200,19
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2008,Jul,0,0,0,0,0,0,0,0,9,33,0,0,0,0,,,53,,7,0,2,110,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2008,Ago,0,0,0,0,0,0,0,0,20,32,1,0,0,0,,,67,,6,0,1,100,11
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2008,Set,0,0,0,0,1,0,1,0,7,23,2,0,0,0,,,72,,4,0,1,76,12
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2008,Out,0,0,0,0,0,0,1,0,16,35,0,0,0,0,,,43,,7,0,3,73,11
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2008,Nov,1,1,0,0,1,0,0,0,7,27,0,0,0,0,,,41,,4,0,1,58,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2008,Dez,1,1,0,0,0,0,1,0,19,25,1,0,0,0,,,54,,2,0,1,100,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2007,Jan,0,0,0,0,2,0,0,0,13,26,0,0,0,0,,,49,,4,0,0,135,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2007,Fev,0,0,0,0,0,0,0,0,15,21,0,0,0,0,,,46,,8,3,2,117,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2007,Mar,0,0,0,0,1,0,1,0,18,16,0,0,0,1,,,46,,8,0,0,103,6
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2007,Abr,3,3,0,0,2,0,0,0,9,22,0,0,0,0,,,57,,8,0,5,143,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2007,Mai,0,0,0,0,0,0,2,0,12,27,0,0,0,0,,,70,,8,0,8,152,14
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2007,Jun,1,1,0,0,1,0,0,0,9,34,0,0,0,0,,,51,,5,0,2,125,19
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2007,Jul,0,0,0,0,0,0,0,0,14,27,0,0,0,0,,,41,,4,0,1,148,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2007,Ago,0,0,0,0,0,0,0,0,16,35,0,0,0,0,,,44,,5,0,1,151,16
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2007,Set,0,0,0,0,1,0,1,0,13,30,1,0,0,0,,,43,,10,0,1,132,10
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2007,Out,0,0,0,0,1,0,1,0,12,26,0,0,0,0,,,60,,5,0,2,116,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2007,Nov,0,0,0,0,1,0,0,0,13,21,0,0,0,0,,,48,,0,0,0,91,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2007,Dez,1,1,0,0,0,0,1,0,11,26,1,0,0,1,,,44,,4,0,1,82,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2006,Jan,0,0,0,0,2,0,0,0,17,26,0,0,0,0,,,52,,4,0,2,199,13
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2006,Fev,0,0,0,0,1,0,0,0,14,32,0,0,0,0,,,58,,5,0,0,141,22
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2006,Mar,0,0,0,0,1,1,0,0,21,34,0,0,0,0,,,43,,6,0,0,201,8
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2006,Abr,1,1,0,0,0,0,0,0,26,27,0,0,0,0,,,63,,6,0,1,169,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2006,Mai,1,1,0,0,0,0,1,0,17,26,0,0,0,0,,,56,,4,0,2,292,8
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2006,Jun,0,0,0,0,0,0,0,0,14,29,0,0,0,0,,,69,,6,1,1,165,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2006,Jul,0,0,0,0,0,0,0,0,10,16,0,0,0,0,,,44,,11,0,1,183,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2006,Ago,0,0,0,0,0,0,0,0,15,19,0,0,0,0,,,54,,10,0,2,163,11
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2006,Set,0,0,0,0,0,0,0,0,10,27,0,0,0,0,,,41,,4,0,0,113,12
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2006,Out,0,0,0,0,1,0,0,0,15,27,0,0,0,0,,,47,,6,0,2,144,11
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2006,Nov,1,1,0,0,0,0,1,0,15,16,0,0,0,1,,,53,,7,0,0,191,18
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2006,Dez,0,0,0,0,1,0,0,0,18,37,0,0,0,0,,,46,,6,0,1,156,6
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2005,Jan,1,1,0,0,1,0,2,0,27,23,0,0,0,0,,,40,,8,0,0,91,20
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2005,Fev,0,0,0,0,0,0,1,0,15,27,1,0,0,0,,,29,,5,0,3,94,17
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2005,Mar,0,0,0,0,0,0,2,0,12,32,1,0,0,0,,,48,,6,0,2,111,14
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2005,Abr,0,0,0,0,2,0,0,0,24,27,0,0,0,0,,,43,,8,0,2,132,11
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2005,Mai,2,1,0,0,2,0,0,0,21,36,0,0,0,0,,,55,,10,0,0,155,11
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2005,Jun,0,1,0,0,0,0,0,0,13,31,0,0,0,0,,,41,,7,0,4,136,19
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2005,Jul,0,0,0,0,1,0,0,0,24,28,0,0,1,0,,,49,,5,0,1,133,25
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2005,Ago,1,1,0,0,1,0,0,0,10,30,0,0,1,0,,,48,,3,0,1,109,14
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2005,Set,0,0,0,0,1,0,1,0,18,28,5,0,0,0,,,48,,2,1,1,130,16
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2005,Out,0,0,0,0,2,0,1,0,17,36,0,0,0,0,,,60,,10,0,2,130,21
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2005,Nov,0,0,0,0,2,0,2,0,16,15,1,0,0,0,,,58,,4,0,2,160,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2005,Dez,0,0,0,0,0,0,0,0,18,24,2,0,0,0,,,55,,3,1,1,175,11
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2004,Jan,0,0,0,0,0,0,1,0,13,15,0,0,0,1,,,36,,7,0,2,86,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2004,Fev,0,0,0,0,0,0,3,0,12,25,0,0,0,0,,,40,,3,0,1,98,12
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2004,Mar,2,2,0,0,2,1,1,0,18,30,0,0,0,0,,,43,,4,0,0,88,12
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2004,Abr,0,0,0,0,3,0,0,0,21,31,0,0,0,0,,,39,,8,0,1,132,12
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2004,Mai,0,0,0,0,1,0,2,0,22,30,1,0,0,0,,,54,,5,0,2,192,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2004,Jun,1,1,0,0,1,0,0,0,11,22,0,0,0,0,,,50,,6,0,2,136,13
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2004,Jul,0,0,0,0,1,0,2,0,15,35,0,0,0,0,,,51,,12,0,2,179,10
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2004,Ago,0,0,0,0,0,0,1,0,17,30,0,0,0,0,,,44,,5,0,2,115,14
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2004,Set,4,3,0,0,0,0,1,0,20,31,0,0,0,0,,,62,,6,0,2,131,13
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2004,Out,0,0,0,0,1,0,1,0,18,21,0,0,0,0,,,55,,3,1,2,139,16
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2004,Nov,1,1,0,0,0,0,1,0,9,15,0,0,0,2,,,58,,3,0,1,140,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2004,Dez,1,1,0,0,0,0,2,0,20,35,0,0,0,0,,,56,,4,0,2,136,7
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2003,Jan,0,0,0,0,0,0,2,0,9,9,0,0,0,0,,,53,,3,0,1,69,12
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2003,Fev,0,0,0,0,1,0,0,0,3,13,0,0,0,0,,,55,,2,0,1,79,25
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2003,Mar,0,0,0,0,3,0,3,0,7,15,0,0,0,0,,,35,,5,0,2,76,6
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2003,Abr,0,0,0,0,0,0,1,0,9,20,0,0,0,0,,,53,,7,0,0,71,9
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2003,Mai,0,0,0,0,0,0,1,0,12,12,0,1,1,0,,,53,,8,0,0,85,11
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2003,Jun,0,0,0,0,1,0,1,0,14,12,0,0,0,1,,,48,,7,0,5,83,8
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2003,Jul,1,1,0,0,0,0,0,0,11,10,0,0,0,0,,,49,,6,0,3,104,14
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2003,Ago,3,3,0,0,1,0,1,0,3,7,0,0,0,0,,,67,,6,0,6,101,14
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2003,Set,0,0,0,0,0,2,0,0,9,24,0,0,0,0,,,41,,7,0,3,110,14
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2003,Out,1,1,0,0,1,0,1,0,19,20,0,0,0,1,,,45,,6,0,1,108,19
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2003,Nov,1,1,0,0,1,1,0,0,11,22,0,0,0,1,,,38,,6,0,3,142,11
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2003,Dez,1,1,0,0,1,0,0,0,15,19,0,0,0,0,,,37,,3,0,0,136,11
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2002,Jan,0,0,0,0,3,0,0,0,9,11,0,0,0,0,,,47,,4,0,0,85,22
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2002,Fev,0,0,0,0,0,0,1,0,5,7,0,0,0,0,,,50,,5,0,0,69,15
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2002,Mar,2,2,0,0,2,0,0,0,12,15,0,0,0,0,,,54,,10,0,0,80,13
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2002,Abr,1,1,0,0,1,0,0,0,10,14,0,0,0,0,,,52,,4,0,0,78,12
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2002,Mai,0,0,0,0,1,0,2,0,6,11,0,0,0,0,,,54,,8,0,0,83,12
002 DP - Bom Retiro,"[-23.523067, -46.64425139999999]",2002,Jun,2,2,0,0,3,0,0,0,4,9,0,0,0,0,,,51,,3,0,2,60,10
